,num_goals,branch,time,branch_train,score,episode_length
341,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.101999999999999,18
342,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",12.006,14
343,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.382000000000005,17
344,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.36998,13
345,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.350200000000001,12
346,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.584000000000001,15
347,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",11.588000000000001,14
326,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",11.786000000000003,14
324,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.406,16
953,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",2.8000000000000003,19
323,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.588000000000001,13
952,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",9.524,12
951,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",9.366,14
950,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",-6.097999999999999,18
304,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.564000000000002,14
306,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",7.146,13
307,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",11.982000000000003,15
308,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.3979202,12
309,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.562,15
310,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",6.483999999999999,15
311,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",11.566,14
312,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",6.888000000000002,14
313,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",6.822,14
314,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.35218,12
315,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",4.986,15
316,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",11.784,15
317,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.3502,12
318,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",2.7039999999999997,16
319,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",7.205999999999999,16
320,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.57218,12
321,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.384,16
322,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",10.6462,14
976,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",4.088,14
